lead_created_pst,campaign_name,ad_group,cost,expected_revenue,clicks,conversions,contact_rate,referral_rate,ref_ms _rate
5/25/24,Campaign ABC,AG 67,159.68,2020.11,26,2,0.25,0.75,0.333333333
5/25/24,Campaign ABC,AG 70,0,0,0,0,,,
5/25/24,Campaign ABC,AG 71,7.04,0,1,0,,,
5/24/24,Campaign ABC,AG 1,0,0,0,0,,,
5/24/24,Campaign ABC,AG2,0,0,0,0,,,
5/24/24,Campaign ABC,AG 3,5.65,187.92,1,1,1,1,0
5/24/24,Campaign ABC,AG 4,0,0,0,0,,,
5/24/24,Campaign ABC,AG 5,6.19,0,1,0,,,
5/24/24,Campaign ABC,AG 6,2.44,0,2,0,,,
5/24/24,Campaign ABC,AG 7,6.13,0,1,0,,,
5/24/24,Campaign ABC,AG 8,23.29,0,3,0,,,
5/24/24,Campaign ABC,AG 9,0,0,0,0,,,
5/24/24,Campaign ABC,AG 10,28.25,15.84,5,0,0,1,0
5/24/24,Campaign ABC,AG 11,34.14,0,8,0,,,
5/24/24,Campaign ABC,AG 12,14.98,0,2,0,,,
5/24/24,Campaign ABC,AG 13,30.88,0,13,0,,,
5/24/24,Campaign ABC,AG 14,32.88,0,20,0,,,
5/24/24,Campaign ABC,AG 15,13.44,0,4,0,,,
5/24/24,Campaign ABC,AG 16,75.4,0,12,1,1,1,0
5/24/24,Campaign ABC,AG 17,26.28,0,7,0,,,
5/24/24,Campaign ABC,AG 19,0,0,0,0,,,
5/24/24,Campaign ABC,AG 20,3.47,0,1,0,,,
5/24/24,Campaign ABC,AG 21,163.21,193.16,28,4,0,0.25,0
5/24/24,Campaign ABC,AG 22,6.25,0,1,1,1,0,
5/24/24,Campaign ABC,AG 23,37.631739,0,14,1,1,0,
5/24/24,Campaign ABC,AG 24,4.47,0,2,0,,,
5/24/24,Campaign ABC,AG 25,113.6,0,15,2,0.5,0,
5/24/24,Campaign ABC,AG 27,1838.121557,976.84,311,39,0.5,0.416666667,0.2
5/24/24,Campaign ABC,AG 28,66.91,5.39,20,1,0,1,0
5/24/24,Campaign ABC,AG 30,9.15,0,5,0,,,
5/24/24,Campaign ABC,AG 32,4.64,0,1,0,,,
5/24/24,Campaign ABC,AG 33,4.66,0,2,0,,,
5/24/24,Campaign ABC,AG 34,542.858022,2389.85,132,7,0.875,0.625,0.2
5/24/24,Campaign ABC,AG 35,208.03093,3.36,59,2,0.666666667,1,0
5/24/24,Campaign ABC,AG 36,193.133875,94.38,43,3,0.6,0.2,0
5/24/24,Campaign ABC,AG 37,6.26,0,1,0,,,
5/24/24,Campaign ABC,AG 38,3.51,0,2,0,,,
5/24/24,Campaign ABC,AG 42,0,0,0,0,,,
5/24/24,Campaign ABC,AG 43,180.183927,19.4,108,4,0.222222222,0.333333333,0
5/24/24,Campaign ABC,AG 44,24.31,0,9,0,,,
5/24/24,Campaign ABC,AG 45,25.06,0,8,0,,,
5/24/24,Campaign ABC,AG 46,24.73,0,8,0,,,
5/24/24,Campaign ABC,AG 47,2249.029389,4776.48,1151,30,0.47826087,0.5,0.173913043
5/24/24,Campaign ABC,AG 48,2.35,0,1,0,,,
5/24/24,Campaign ABC,AG 50,0,0,0,0,,,
5/24/24,Campaign ABC,AG 52,83.07,0,31,1,0,0,
5/24/24,Campaign ABC,AG 53,1.91,0,1,0,,,
5/24/24,Campaign ABC,AG 54,172.268793,47.05,42,6,0.6,0.4,0
5/24/24,Campaign ABC,AG 55,1095.693753,343.41,356,21,0.483870968,0.516129032,0.1875
5/24/24,Campaign ABC,AG 57,0,0,0,0,,,
5/24/24,Campaign ABC,AG 58,0,0,0,0,,,
5/24/24,Campaign ABC,AG 59,0,0,0,0,,,
5/24/24,Campaign ABC,AG 60,5.21,0,2,0,,,
5/24/24,Campaign ABC,AG 61,11.2,0,3,0,,,
5/24/24,Campaign ABC,AG 64,0,0,0,0,,,
5/24/24,Campaign ABC,AG 65,9.14,0,1,0,,,
5/24/24,Campaign ABC,AG 66,9.43,0,5,0,,,
5/24/24,Campaign ABC,AG 67,171.68,810,28,4,1,0.25,1
5/24/24,Campaign ABC,AG 71,0,0,0,0,,,
5/23/24,Campaign ABC,AG 1,0,0,0,0,,,
5/23/24,Campaign ABC,AG2,0,0,0,0,,,
5/23/24,Campaign ABC,AG 3,0,0,0,0,,,
5/23/24,Campaign ABC,AG 4,11.92,64.32,2,1,1,1,0
5/23/24,Campaign ABC,AG 6,1.08,0,1,0,,,
5/23/24,Campaign ABC,AG 7,13.85,0,2,0,,,
5/23/24,Campaign ABC,AG 8,42.1,0,10,0,,,
5/23/24,Campaign ABC,AG 9,13.17,0,3,1,1,0,
5/23/24,Campaign ABC,AG 10,8.76,0,3,0,,,
5/23/24,Campaign ABC,AG 11,6.84,0,2,0,,,
5/23/24,Campaign ABC,AG 12,21.17,0,6,1,1,0,
5/23/24,Campaign ABC,AG 13,15.76,0,10,1,1,0.5,0
5/23/24,Campaign ABC,AG 14,22.13,0,10,0,,,
5/23/24,Campaign ABC,AG 15,27.588315,0,5,0,,,
5/23/24,Campaign ABC,AG 16,23.64,0,5,1,0,0,
5/23/24,Campaign ABC,AG 17,49.86,0,11,2,0.333333333,0,
5/23/24,Campaign ABC,AG 18,0,0,0,0,,,
5/23/24,Campaign ABC,AG 19,3.93,0,1,0,,,
5/23/24,Campaign ABC,AG 20,15.04,0,2,0,,,
5/23/24,Campaign ABC,AG 21,172.181582,27.46,28,0,1,1,0
5/23/24,Campaign ABC,AG 22,2.58,0,1,0,,,
5/23/24,Campaign ABC,AG 23,34.18,0,9,0,0,0,
5/23/24,Campaign ABC,AG 24,26.13,0,8,0,,,
5/23/24,Campaign ABC,AG 25,87.53,0,14,1,0,0,
5/23/24,Campaign ABC,AG 27,2287.689234,14897.77,349,48,0.483333333,0.566666667,0.294117647
5/23/24,Campaign ABC,AG 28,49.37,0,18,0,,,
5/23/24,Campaign ABC,AG 30,53.75,0,14,0,,,
5/23/24,Campaign ABC,AG 33,0,0,0,0,,,
5/23/24,Campaign ABC,AG 34,462.492853,3146.34,122,6,0.555555556,0.222222222,1
5/23/24,Campaign ABC,AG 35,156.048475,47.16,54,1,0,0.75,0
5/23/24,Campaign ABC,AG 36,175.2,0,42,5,0.25,0,
5/23/24,Campaign ABC,AG 37,3.94,0,1,0,,,
5/23/24,Campaign ABC,AG 38,0,0,0,0,,,
5/23/24,Campaign ABC,AG 41,11.54,9.92,2,1,1,1,0
5/23/24,Campaign ABC,AG 42,1.93,0,1,0,,,
5/23/24,Campaign ABC,AG 43,252.632843,187.93,157,6,0.375,0.625,0.4
5/23/24,Campaign ABC,AG 44,35.93,0,12,1,,,
5/23/24,Campaign ABC,AG 45,15.65,0,6,0,,,
5/23/24,Campaign ABC,AG 46,60.66,29.68,11,2,1,1,0
5/23/24,Campaign ABC,AG 47,2588.650713,1638.46,1440,57,0.484848485,0.5,0.181818182
5/23/24,Campaign ABC,AG 48,10.92,0,2,1,0,0,
5/23/24,Campaign ABC,AG 50,28.41,17.06,4,0,1,1,0
5/23/24,Campaign ABC,AG 52,70.79,4.06,30,1,0,0.5,0
5/23/24,Campaign ABC,AG 53,3.18,0,1,0,,,
5/23/24,Campaign ABC,AG 54,182.359753,83.96,50,0,1,1,1
5/23/24,Campaign ABC,AG 55,1172.851606,568.16,360,20,0.433333333,0.333333333,0.4
5/23/24,Campaign ABC,AG 56,9.71,0,1,0,,,
5/23/24,Campaign ABC,AG 57,9.83,0,1,0,,,
5/23/24,Campaign ABC,AG 58,0,0,0,0,,,
5/23/24,Campaign ABC,AG 59,5.91,0,1,0,,,
5/23/24,Campaign ABC,AG 60,4.38,0,2,0,,,
5/23/24,Campaign ABC,AG 61,57.26,46.07,11,1,0.5,0.5,0
5/23/24,Campaign ABC,AG 64,16.81,0,4,0,,,
5/23/24,Campaign ABC,AG 65,27.96,0,3,0,,,
5/23/24,Campaign ABC,AG 66,7.42,0,4,0,,,
5/23/24,Campaign ABC,AG 67,126.077788,0,22,1,0,0,
5/23/24,Campaign ABC,AG 69,0.84,0,1,0,,,
5/23/24,Campaign ABC,AG 71,4.69,0,1,0,,,
5/22/24,Campaign ABC,AG 1,3.29,0,1,0,,,
5/22/24,Campaign ABC,AG2,4.88,0,1,0,,,
5/22/24,Campaign ABC,AG 3,9.14,0,1,0,,,
5/22/24,Campaign ABC,AG 4,3.9,0,1,0,,,
5/22/24,Campaign ABC,AG 5,16.72,0,2,0,,,
5/22/24,Campaign ABC,AG 6,0,0,0,0,,,
5/22/24,Campaign ABC,AG 7,15.56,0,2,0,,,
5/22/24,Campaign ABC,AG 8,30.47,0,8,0,,,
5/22/24,Campaign ABC,AG 9,0,0,0,0,,,
5/22/24,Campaign ABC,AG 10,14.88,0,2,1,0,0,
5/22/24,Campaign ABC,AG 11,12.58,0,4,1,,,
5/22/24,Campaign ABC,AG 12,56.55,0,14,1,0,0,
5/22/24,Campaign ABC,AG 13,35.39,0,16,0,0,0,
5/22/24,Campaign ABC,AG 14,17.43,0,14,0,,,
5/22/24,Campaign ABC,AG 15,6.53,0,3,0,,,
5/22/24,Campaign ABC,AG 16,42.01,0,7,0,,,
5/22/24,Campaign ABC,AG 17,49.02,0,16,1,0.333333333,0.333333333,0
5/22/24,Campaign ABC,AG 19,2.88,0,2,0,,,
5/22/24,Campaign ABC,AG 20,34.86,7.26,8,1,0,1,0
5/22/24,Campaign ABC,AG 21,106.98,0,18,2,1,0,
5/22/24,Campaign ABC,AG 22,5.88,0,2,0,,,
5/22/24,Campaign ABC,AG 23,34.23,0,15,0,0.5,0,
5/22/24,Campaign ABC,AG 24,19.28,0,7,0,,,
5/22/24,Campaign ABC,AG 25,121.2,168.3,14,4,0.25,0.25,1
5/22/24,Campaign ABC,AG 27,1924.699159,2961.89,325,35,0.666666667,0.541666667,0.192307692
5/22/24,Campaign ABC,AG 28,76.23,0,20,0,,,
5/22/24,Campaign ABC,AG 30,25.99,0,6,0,,,
5/22/24,Campaign ABC,AG 32,0,0,0,0,,,
5/22/24,Campaign ABC,AG 33,0,0,0,0,,,
5/22/24,Campaign ABC,AG 34,739.825363,1910.12,185,12,0.388888889,0.444444444,0.375
5/22/24,Campaign ABC,AG 35,205.76,26.94,60,1,0.75,0.25,0
5/22/24,Campaign ABC,AG 36,233.05,69.68,58,3,0.333333333,0.333333333,1
5/22/24,Campaign ABC,AG 37,8.23,0,2,0,,,
5/22/24,Campaign ABC,AG 38,3.52,0,1,0,,,
5/22/24,Campaign ABC,AG 42,0,0,0,0,,,
5/22/24,Campaign ABC,AG 43,245.08,22.9,164,5,0.75,0.125,0
5/22/24,Campaign ABC,AG 44,19.49,0,7,0,,,
5/22/24,Campaign ABC,AG 45,25.33,0,5,1,1,0,
5/22/24,Campaign ABC,AG 46,33.91,56.73,7,1,1,1,0
5/22/24,Campaign ABC,AG 47,3150.418608,3037.5,1623,41,0.495049505,0.446534653,0.114285714
5/22/24,Campaign ABC,AG 48,19.12,0,7,0,,,
5/22/24,Campaign ABC,AG 49,0,0,0,0,,,
5/22/24,Campaign ABC,AG 50,5.41,0,1,0,,,
5/22/24,Campaign ABC,AG 52,169.07,0,53,1,0.666666667,0,
5/22/24,Campaign ABC,AG 53,6.15,0,2,0,,,
5/22/24,Campaign ABC,AG 54,182.82,0,40,2,0,0,
5/22/24,Campaign ABC,AG 55,1248.818131,7158.89,419,21,0.535714286,0.357142857,0.3
5/22/24,Campaign ABC,AG 56,2.4,0,1,0,,,
5/22/24,Campaign ABC,AG 57,2.89,0,1,0,,,
5/22/24,Campaign ABC,AG 59,0,0,0,0,,,
5/22/24,Campaign ABC,AG 60,6.8,9.62,2,1,0,1,0
5/22/24,Campaign ABC,AG 61,60.82,0,12,0,,,
5/22/24,Campaign ABC,AG 64,22.59,0,6,0,,,
5/22/24,Campaign ABC,AG 65,0,0,0,0,,,
5/22/24,Campaign ABC,AG 66,19.13,0,7,0,,,
5/22/24,Campaign ABC,AG 67,199.56,0,32,2,0.4,0.2,1
5/22/24,Campaign ABC,AG 68,0,0,0,0,,,
5/22/24,Campaign ABC,AG 70,0,0,0,0,,,
5/22/24,Campaign ABC,AG 71,4.9,0,1,0,,,
5/21/24,Campaign ABC,AG 1,9.25,0,1,1,1,0,
5/21/24,Campaign ABC,AG2,0,0,0,0,,,
5/21/24,Campaign ABC,AG 3,0,0,0,0,,,
5/21/24,Campaign ABC,AG 4,12.79,0,2,0,,,
5/21/24,Campaign ABC,AG 5,0,0,0,0,,,
5/21/24,Campaign ABC,AG 6,9.09,0,4,0,,,
5/21/24,Campaign ABC,AG 7,6.84,0,1,0,,,
5/21/24,Campaign ABC,AG 8,13.65,9.24,5,1,0,1,0
5/21/24,Campaign ABC,AG 9,5.04,0,2,0,,,
5/21/24,Campaign ABC,AG 10,9.92,0,3,1,1,1,0
5/21/24,Campaign ABC,AG 11,2.81,0,2,0,,,
5/21/24,Campaign ABC,AG 12,66.66,12.59,13,1,0,0.5,0
5/21/24,Campaign ABC,AG 13,17.14,0,8,0,,,
5/21/24,Campaign ABC,AG 14,10.9,0,7,0,,,
5/21/24,Campaign ABC,AG 15,14.97,0,4,0,,,
5/21/24,Campaign ABC,AG 16,19.92,0,6,0,,,
5/21/24,Campaign ABC,AG 17,47.65,0,12,0,,,
5/21/24,Campaign ABC,AG 19,0,0,0,0,,,
5/21/24,Campaign ABC,AG 20,0,0,0,0,,,
5/21/24,Campaign ABC,AG 21,176.448134,63.6,23,2,0.333333333,0.666666667,0
5/21/24,Campaign ABC,AG 22,13.21,0,2,0,,,
5/21/24,Campaign ABC,AG 23,30.59,4.84,13,2,0,0.333333333,0
5/21/24,Campaign ABC,AG 24,17.63,0,9,0,,,
5/21/24,Campaign ABC,AG 25,70.14,0,10,1,0.5,0,
5/21/24,Campaign ABC,AG 27,1650.22,6594.8,301,39,0.346153846,0.461538462,0.25
5/21/24,Campaign ABC,AG 28,34.76,0,15,0,,,
5/21/24,Campaign ABC,AG 30,20.8,0,8,1,1,1,0
5/21/24,Campaign ABC,AG 31,0,0,0,0,,,
5/21/24,Campaign ABC,AG 32,0,0,0,0,,,
5/21/24,Campaign ABC,AG 33,16.46,0,3,1,0,0,
5/21/24,Campaign ABC,AG 34,413.41,383.17,107,7,0.875,0.25,0.5
5/21/24,Campaign ABC,AG 35,227.631414,79.35,74,3,0.428571429,0.142857143,0
5/21/24,Campaign ABC,AG 36,160.01,1281.97,35,1,0.6,0.4,1
5/21/24,Campaign ABC,AG 37,3.89,0,2,0,,,
5/21/24,Campaign ABC,AG 38,0,0,0,0,,,
5/21/24,Campaign ABC,AG 42,9.89,0,1,0,,,
5/21/24,Campaign ABC,AG 43,275.99,60.14,160,5,0.444444444,0.222222222,0
5/21/24,Campaign ABC,AG 44,61.36,0,16,2,,,
5/21/24,Campaign ABC,AG 45,12.65,40,5,1,1,1,0
5/21/24,Campaign ABC,AG 46,35.11,172.01,9,1,1,0.5,1
5/21/24,Campaign ABC,AG 47,2330.654607,1791.96,1244,36,0.397260274,0.5,0.3
5/21/24,Campaign ABC,AG 48,11.09,0,2,0,,,
5/21/24,Campaign ABC,AG 50,4.08,0,1,0,,,
5/21/24,Campaign ABC,AG 52,116.069295,368.72,33,1,0,1,1
5/21/24,Campaign ABC,AG 54,153.23,75.38,43,3,0.5,0.5,0
5/21/24,Campaign ABC,AG 55,1212.837189,1936.22,388,19,0.617647059,0.470588235,0.25
5/21/24,Campaign ABC,AG 56,4.07,0,1,0,,,
5/21/24,Campaign ABC,AG 57,16.56,0,2,0,,,
5/21/24,Campaign ABC,AG 58,9.46,0,1,0,,,
5/21/24,Campaign ABC,AG 59,0,0,0,0,,,
5/21/24,Campaign ABC,AG 60,1.3,0,1,0,,,
5/21/24,Campaign ABC,AG 61,28.6,0,5,0,,,
5/21/24,Campaign ABC,AG 64,5.92,0,3,0,,,
5/21/24,Campaign ABC,AG 65,9.74,37.52,1,1,1,1,0
5/21/24,Campaign ABC,AG 66,6.13,0,3,0,,,
5/21/24,Campaign ABC,AG 67,152.89,62.41,25,2,0.333333333,1,0.666666667
5/21/24,Campaign ABC,AG 71,3.69,0,1,0,,,
5/20/24,Campaign ABC,AG 1,0,0,0,0,,,
5/20/24,Campaign ABC,AG2,0,0,0,0,,,
5/20/24,Campaign ABC,AG 4,27,764.69,3,0,1,1,0
5/20/24,Campaign ABC,AG 5,11.41,0,3,0,,,
5/20/24,Campaign ABC,AG 6,0,0,0,0,,,
5/20/24,Campaign ABC,AG 7,12.39,0,3,0,,,
5/20/24,Campaign ABC,AG 8,23.16,0,4,0,,,
5/20/24,Campaign ABC,AG 9,1.89,0,1,0,,,
5/20/24,Campaign ABC,AG 10,11.62,0,2,0,,,
5/20/24,Campaign ABC,AG 11,20.1,0,4,0,,,
5/20/24,Campaign ABC,AG 12,62.54,49.34,16,1,1,1,1
5/20/24,Campaign ABC,AG 13,52.4,13.23,21,0,1,1,1
5/20/24,Campaign ABC,AG 14,25.77,0,15,0,,,
5/20/24,Campaign ABC,AG 15,15.911176,0,7,1,0,0,
5/20/24,Campaign ABC,AG 16,9.85,0,5,0,,,
5/20/24,Campaign ABC,AG 17,25.14,0,11,0,0,0,
5/20/24,Campaign ABC,AG 19,8.77,0,2,0,,,
5/20/24,Campaign ABC,AG 20,29.65,0,5,0,,,
5/20/24,Campaign ABC,AG 21,321.080734,73.19,50,5,0.428571429,0.571428571,0.25
5/20/24,Campaign ABC,AG 22,16.24,0,2,0,,,
5/20/24,Campaign ABC,AG 23,31.71,0,12,1,0,0,
5/20/24,Campaign ABC,AG 24,22.18,0,8,0,,,
5/20/24,Campaign ABC,AG 25,56.34,59.53,8,3,1,0.333333333,0
5/20/24,Campaign ABC,AG 27,1653.10202,1539.46,295,42,0.431372549,0.411764706,0.142857143
5/20/24,Campaign ABC,AG 28,55.07,0,21,0,0,0,
5/20/24,Campaign ABC,AG 30,59.45,0,17,2,0.5,0,
5/20/24,Campaign ABC,AG 32,0,0,0,0,,,
5/20/24,Campaign ABC,AG 33,0,0,0,0,,,
5/20/24,Campaign ABC,AG 34,567.849072,38.01,147,3,0.375,0.375,0
5/20/24,Campaign ABC,AG 35,163.688615,0,52,2,0,0,
5/20/24,Campaign ABC,AG 36,171.72,171.32,46,8,1,0.5,0.5
5/20/24,Campaign ABC,AG 37,9.25,0,1,0,,,
5/20/24,Campaign ABC,AG 38,0,0,0,0,,,
5/20/24,Campaign ABC,AG 42,17.78,22.72,3,1,1,1,0
5/20/24,Campaign ABC,AG 43,269.34,13.47,133,3,0.125,0.25,0
5/20/24,Campaign ABC,AG 44,47.092499,823.67,13,2,1,0.5,1
5/20/24,Campaign ABC,AG 45,29.85,0,9,0,,,
5/20/24,Campaign ABC,AG 46,57.2,3836.16,10,2,0.666666667,0.666666667,1
5/20/24,Campaign ABC,AG 47,2417.829727,2497.86,1217,34,0.6,0.323943662,0.130434783
5/20/24,Campaign ABC,AG 48,12.13,0,3,0,,,
5/20/24,Campaign ABC,AG 49,3.41,0,1,1,1,0,
5/20/24,Campaign ABC,AG 50,0,0,0,0,,,
5/20/24,Campaign ABC,AG 52,107.58,153.66,44,3,0.666666667,1,0.666666667
5/20/24,Campaign ABC,AG 53,4.87,0,1,0,,,
5/20/24,Campaign ABC,AG 54,161.353854,59.21,43,3,1,0.333333333,0
5/20/24,Campaign ABC,AG 55,1305.87264,3033.54,403,18,0.5,0.227272727,0.4
5/20/24,Campaign ABC,AG 56,0.95,0,1,0,,,
5/20/24,Campaign ABC,AG 57,34.38,0,7,0,,,
5/20/24,Campaign ABC,AG 58,3.86,0,2,0,,,
5/20/24,Campaign ABC,AG 59,0,0,0,0,,,
5/20/24,Campaign ABC,AG 60,17.85,0,8,0,,,
5/20/24,Campaign ABC,AG 61,20.958704,0,6,0,,,
5/20/24,Campaign ABC,AG 64,20.01,0,5,1,1,0,
5/20/24,Campaign ABC,AG 65,7.12,0,1,0,,,
5/20/24,Campaign ABC,AG 66,25.28,0,8,0,,,
5/20/24,Campaign ABC,AG 67,111.62,70,17,3,0.6,0.6,0
5/20/24,Campaign ABC,AG 70,0,0,0,0,,,
5/20/24,Campaign ABC,AG 71,0,0,0,0,,,
5/20/24,Campaign ABC,AG 73,3.34,0,1,0,,,
5/19/24,Campaign ABC,AG 1,0,0,0,0,,,
5/19/24,Campaign ABC,AG 4,9.5,0,1,0,,,
5/19/24,Campaign ABC,AG 5,6.57,0,1,0,,,
5/19/24,Campaign ABC,AG 6,0,0,0,0,,,
5/19/24,Campaign ABC,AG 7,4.26,0,1,0,,,
5/19/24,Campaign ABC,AG 8,24.77,0,6,0,,,
5/19/24,Campaign ABC,AG 9,1.66,0,1,0,,,
5/19/24,Campaign ABC,AG 10,6.41,0,2,0,,,
5/19/24,Campaign ABC,AG 11,18.13,0,3,0,,,
5/19/24,Campaign ABC,AG 12,72.49,0,16,0,,,
5/19/24,Campaign ABC,AG 13,26.66,0,17,1,0.5,0,
5/19/24,Campaign ABC,AG 14,29.26,0,17,0,,,
5/19/24,Campaign ABC,AG 15,24.72,0,4,0,,,
5/19/24,Campaign ABC,AG 16,32.88,0,6,0,,,
5/19/24,Campaign ABC,AG 17,40.82,87.13,13,1,1,0.5,1
5/19/24,Campaign ABC,AG 19,0,0,0,0,,,
5/19/24,Campaign ABC,AG 20,12.32,0,2,0,0,0,
5/19/24,Campaign ABC,AG 21,162.28,75.8,23,3,0.333333333,1,0
5/19/24,Campaign ABC,AG 22,21.01,0,4,0,,,
5/19/24,Campaign ABC,AG 23,8.26,0,5,0,,,
5/19/24,Campaign ABC,AG 24,3.36,0,2,0,,,
5/19/24,Campaign ABC,AG 25,15.03,0,2,0,,,
5/19/24,Campaign ABC,AG 27,2085.882887,603.23,375,34,0.42,0.42,0.095238095
5/19/24,Campaign ABC,AG 28,172.39,11.43,61,2,0.333333333,0.666666667,0
5/19/24,Campaign ABC,AG 30,9.78,0,3,0,,,
5/19/24,Campaign ABC,AG 32,6.36,0,2,1,1,0,
5/19/24,Campaign ABC,AG 33,28.54,18.13,5,1,0,1,0
5/19/24,Campaign ABC,AG 34,577.378465,146.26,138,5,0.666666667,0.333333333,0.5
5/19/24,Campaign ABC,AG 35,270.559214,574.38,75,5,0.6,0.6,0.333333333
5/19/24,Campaign ABC,AG 36,241.648299,59.01,58,2,0.25,0.5,0.5
5/19/24,Campaign ABC,AG 37,10.95,0,2,0,,,
5/19/24,Campaign ABC,AG 38,0,0,0,0,,,
5/19/24,Campaign ABC,AG 42,14.21,0,6,0,,,
5/19/24,Campaign ABC,AG 43,267.826907,282.16,156,3,0.666666667,0.222222222,0
5/19/24,Campaign ABC,AG 44,13.34,0,6,0,,,
5/19/24,Campaign ABC,AG 45,2.44,0,1,0,,,
5/19/24,Campaign ABC,AG 46,37.21,0,8,0,,,
5/19/24,Campaign ABC,AG 47,2603.682648,7187.19,1312,46,0.5,0.359550562,0.21875
5/19/24,Campaign ABC,AG 48,32.189333,0,9,0,,,
5/19/24,Campaign ABC,AG 50,19.92,0,2,0,,,
5/19/24,Campaign ABC,AG 51,0,0,0,0,,,
5/19/24,Campaign ABC,AG 52,161,136.04,50,2,0.5,0.5,1
5/19/24,Campaign ABC,AG 54,118.61,0,29,1,0.5,0,
5/19/24,Campaign ABC,AG 55,1188.41321,1092.23,424,16,0.4375,0.25,0.375
5/19/24,Campaign ABC,AG 56,0,0,0,0,,,
5/19/24,Campaign ABC,AG 57,0,0,0,0,,,
5/19/24,Campaign ABC,AG 58,2.07,0,1,0,,,
5/19/24,Campaign ABC,AG 60,3.3,0,2,0,,,
5/19/24,Campaign ABC,AG 61,19.36,0,5,0,,,
5/19/24,Campaign ABC,AG 64,14.31,0,4,0,,,
5/19/24,Campaign ABC,AG 65,8.16,0,1,0,,,
5/19/24,Campaign ABC,AG 66,69.95625,33.74,22,1,1,1,0
5/19/24,Campaign ABC,AG 67,69.61482,0,11,0,0.5,0.5,1
5/19/24,Campaign ABC,AG 71,9.98,0,1,0,,,
5/18/24,Campaign ABC,AG 1,3.49,0,1,0,,,
5/18/24,Campaign ABC,AG 4,8.56,0,1,0,,,
5/18/24,Campaign ABC,AG 6,5.62,0,1,0,,,
5/18/24,Campaign ABC,AG 7,0,0,0,0,,,
5/18/24,Campaign ABC,AG 8,6.72,0,4,0,,,
5/18/24,Campaign ABC,AG 9,11.08,0,3,0,,,
5/18/24,Campaign ABC,AG 10,16.32,0,4,0,,,
5/18/24,Campaign ABC,AG 11,1.98,0,1,0,,,
5/18/24,Campaign ABC,AG 12,17.83,0,8,0,1,0,
5/18/24,Campaign ABC,AG 13,25.63,0,14,0,,,
5/18/24,Campaign ABC,AG 14,28.69,0,20,0,,,
5/18/24,Campaign ABC,AG 15,13.5,0,3,0,,,
5/18/24,Campaign ABC,AG 16,11.52,0,2,0,,,
5/18/24,Campaign ABC,AG 17,45.21,166.83,9,1,1,1,0
5/18/24,Campaign ABC,AG 20,2.39,0,1,0,,,
5/18/24,Campaign ABC,AG 21,165.24,15.74,24,1,0.666666667,0.333333333,0
5/18/24,Campaign ABC,AG 22,22.44,83.29,4,1,0,1,0
5/18/24,Campaign ABC,AG 23,22.31,0,10,1,,,
5/18/24,Campaign ABC,AG 24,2.72,0,1,0,,,
5/18/24,Campaign ABC,AG 25,66.971432,0,8,1,1,1,0
5/18/24,Campaign ABC,AG 27,1780.130956,1483.99,316,38,0.547619048,0.523809524,0.090909091
5/18/24,Campaign ABC,AG 28,64.81,18.9,30,0,1,1,0
5/18/24,Campaign ABC,AG 30,23.34,0,5,0,,,
5/18/24,Campaign ABC,AG 32,0,0,0,0,,,
5/18/24,Campaign ABC,AG 33,2.19,0,1,0,,,
5/18/24,Campaign ABC,AG 34,284.942063,10.8,70,2,0,0.333333333,0
5/18/24,Campaign ABC,AG 35,120.18,71.32,41,2,0.5,0.5,0
5/18/24,Campaign ABC,AG 36,201.97,3252.75,37,3,0.25,0.25,1
5/18/24,Campaign ABC,AG 37,3.33,0,1,0,,,
5/18/24,Campaign ABC,AG 41,0,0,0,0,,,
5/18/24,Campaign ABC,AG 42,0,0,0,0,,,
5/18/24,Campaign ABC,AG 43,186.438349,43.66,112,2,0.666666667,0.666666667,0
5/18/24,Campaign ABC,AG 44,54.47,0,12,0,0,0,
5/18/24,Campaign ABC,AG 45,6.41,0,1,0,,,
5/18/24,Campaign ABC,AG 46,45.18,0,8,1,0,0,
5/18/24,Campaign ABC,AG 47,1656.545102,993.66,797,34,0.314285714,0.371428571,0.192307692
5/18/24,Campaign ABC,AG 48,10.1,0,3,1,0,0,
5/18/24,Campaign ABC,AG 50,27.9,0,3,0,,,
5/18/24,Campaign ABC,AG 52,128.71,628.19,44,2,0.5,0.5,1
5/18/24,Campaign ABC,AG 54,114.278173,0,33,2,0,0.5,0
5/18/24,Campaign ABC,AG 55,910.2,285.15,256,13,0.5,0.208333333,0.2
5/18/24,Campaign ABC,AG 56,9.56,0,1,0,,,
5/18/24,Campaign ABC,AG 57,9.48,0,1,0,,,
5/18/24,Campaign ABC,AG 58,2.63,0,1,0,,,
5/18/24,Campaign ABC,AG 59,0,0,0,0,,,
5/18/24,Campaign ABC,AG 60,1.48,0,1,0,,,
5/18/24,Campaign ABC,AG 61,36.61,0,7,0,,,
5/18/24,Campaign ABC,AG 64,11.52,0,4,0,,,
5/18/24,Campaign ABC,AG 65,0,0,0,0,,,
5/18/24,Campaign ABC,AG 66,63.37,0,15,0,,,
5/18/24,Campaign ABC,AG 67,115.550588,83.56,16,2,0.666666667,1,0
5/18/24,Campaign ABC,AG 70,5.1,0,2,0,,,
5/18/24,Campaign ABC,AG 71,0,0,0,0,,,
5/18/24,Campaign ABC,AG 73,0,0,0,0,,,
5/17/24,Campaign ABC,AG 1,0,0,0,0,,,
